Concurso 	Concurso 	Cidade 	UF
	768	CUIABÁ	MT
	768	CURITIBA	PR
	768	RIO DE JANEIRO	RJ
769	769	OLIVEIRA	MG
	769	CURITIBA	PR
	769	ITAQUI	RS
	769	ITAQUAQUECETUBA	SP
	769	SÃO JOSÉ DOS CAMPOS	SP
770	770	MANAUS	AM
	770	SALVADOR	BA
	770	INDIARA	GO
	770	PORTO ALEGRE	RS
771	771	SINIMBU	RS
772	772	JANDIRA	SP
773	773	CACHOEIRO DE ITAPEMIRIM	ES
	773	CAMPOS GERAIS	MG
	773	SANTA RITA DO SAPUCAÍ	MG
	773	GUAPORÉ	RS
	773	RIO DO SUL	SC
	773	CAMPINAS	SP
	773	CAMPOS DO JORDÃO	SP
	773	SANTO ANDRÉ	SP
	773	SÃO PAULO	SP
	773	TAUBATÉ	SP
774	774	RIO NOVO	MG
775	775		BA
	775		DF
	775		GO
	775		MG
	775		PB
	775		PR
	775		RJ
	775		RS
	775		SC
	775		SP
	775		TO
776	776	SALVADOR	BA
	776	BRASÍLIA	DF
	776	Montes Claros	MG
	776	FRANCA	SP
	776	SÃO PAULO	SP
777	777	NATAL	RN
778	778	GOIÂNIA	GO
	778	SÃO FÉLIX DO ARAGUAIA	MT
	778	RECIFE	PE
	778	BAURU	SP
	778	CAMPINAS	SP
	778	TAPIRATIBA	SP
	778	PALMAS	TO
779	779	CONSELHEIRO LAFAIETE	MG
	779	FLORIANÓPOLIS	SC
	779	Aracaju	SE
780	780	BRASÍLIA	DF
	780	ARAGUAINA	TO
781	781		
782	782	MACEIÓ	AL
	782	ITAMARAJU	BA
	782	SALVADOR	BA
	782	ACARAÚ	CE
	782	BRASÍLIA	DF
	782	VITÓRIA	ES
	782	BELO HORIZONTE	MG
	782	CONTAGEM	MG
	782	CURITIBA	PR
	782	PONTA GROSSA	PR
	782	NITERÓI	RJ
	782	GRAVATAÍ	RS
	782	PALMITOS	SC
	782	TOBIAS BARRETO	SE
	782	ATIBAIA	SP
	782	BERTIOGA	SP
	782	CAMPINAS	SP
	782	GUARULHOS	SP
	782	INDIAPORÃ	SP
	782	ITU	SP
	782	PEDREIRA	SP
	782	PRESIDENTE PRUDENTE	SP
	782	SÃO PAULO	SP
	782	TABOÃO DA SERRA	SP
783	783	SALVADOR	BA
	783	BRASÍLIA	DF
	783	BELO HORIZONTE	MG
	783	VOLTA REDONDA	RJ
	783	COTIA	SP
	783	PARANAPANEMA	SP
	783	TAUBATÉ	SP
784	784	CARMO DO PARANAÍBA	MG
	784	PATROCÍNIO	MG
	784	PORTO UNIÃO	SC
	784	TOBIAS BARRETO	SE
785	785	GOIÂNIA	GO
	785	OLIVEIRA	MG
	785	CURITIBA	PR
	785	IMBITUBA	SC
	785	SANTOS	SP
786	786	BELO HORIZONTE	MG
	786	BETIM	MG
	786	MONTE ALTO	SP
	786	SÃO PAULO	SP
	786	LAGOA DA CONFUSÃO	TO
787	787	CAMPO GRANDE	MS
	787	IGUARAÇU	PR
	787	MANGARATIBA	RJ
	787	RIO DE JANEIRO	RJ
	787	SOROCABA	SP
788	788	BELO HORIZONTE	MG
	788	CURITIBA	PR
	788	RIO DE JANEIRO	RJ
	788	VARGEÃO	SC
	788	CAMPO LIMPO PAULISTA	SP
789	789	BRASÍLIA	DF
	789	MURIAÉ	MG
	789	DUQUE DE CAXIAS	RJ
	789	URUGUAIANA	RS
	789	FLORIANÓPOLIS	SC
	789	JARAGUÁ DO SUL	SC
	789	SÃO PAULO	SP
790	790	BUERAREMA	BA
	790	RIO DE JANEIRO	RJ
	790	GETULINA	SP
791	791	BELO HORIZONTE	MG
	791	CANOINHAS	SC
	791	CRUZEIRO	SP
792	792	BRUMADO	BA
	792	BOM JESUS DAS SELVAS	MA
	792	BOCAIÚVA	MG
	792	CLEVELÂNDIA	PR
	792	RIO BRANCO DO IVAÍ	PR
	792	ANGRA DOS REIS	RJ
	792	CAMPINAS	SP
793	793		BA
	793		CE
	793		GO
	793		MT
	793		PA
	793		PR
	793		RJ
	793		RS
	793		SP
794	794	BELO HORIZONTE	MG
795	795	BELO HORIZONTE	MG
	795	SANTOS	SP
796	796	MACEIÓ	AL
	796	BELÉM	PA
	796	PONTA GROSSA	PR
	796	RESENDE	RJ
	796	JARAGUÁ DO SUL	SC
	796	GURUPI	TO
797	797	PARÁ DE MINAS	MG
	797	LIMEIRA	SP
798	798		AL
	798		BA
	798		CE
	798		DF
	798		ES
	798		GO
	798		MA
	798		MG
	798		MS
	798		MT
	798		PA
	798		PB
	798		PE
	798		PI
	798		PR
	798		RJ
	798		RN
	798		RS
	798		SC
	798		SP
799	799	MANAUS	AM
	799	IRECÊ	BA
	799	SALVADOR	BA
	799	CANTAGALO	PR
	799	CURITIBA	PR
	799	SÃO PAULO	SP
800	800	ARACRUZ	ES
	800	ARAXÁ	MG
	800	DIVINOPÓLIS	MG
	800	GOVERNADOR VALADARES	MG
	800	RONDONÓPOLIS	MT
	800	BELÉM	PA
	800	RIO DE JANEIRO	RJ
	800	FLORIANÓPOLIS	SC
	800	ARACAJÚ	SE
	800	MOGI DAS CRUZES	SP
	800	SÃO PAULO	SP
801	801	ITABERABA	BA
	801	RIO DE JANEIRO	RJ
	801	SANTOS	SP
	801	SOROCABA	SP
802	802	RIO BRANCO	AC
	802	FORTALEZA	CE
	802	SÃO SEBASTIÃO DO OESTE	MG
	802	CAMBORIÚ	SC
	802	ITAPETININGA	SP
803	803	VILA VELHA	ES
	803	SANTO ANDRÉ	SP
804	804	FORTALEZA	CE
	804	JUIZ DE FORA	MG
805	805	SALVADOR	BA
	805	ARACRUZ	ES
	805	VARJÃO	GO
	805	BELO HORIZONTE	MG
	805	SINOP	MT
	805	CIANORTE	PR
	805	ITABORAÍ	RJ
	805	RIO DE JANEIRO	RJ
	805	NATAL	RN
	805	LAGARTO	SE
	805	BADY BASSIT	SP
	805	BROTAS	SP
	805	LENÇÓIS PAULISTA	SP
	805	OSASCO	SP
	805	RIBEIRÃO PRETO	SP
	805	SÃO BERNARDO DO CAMPO	SP
	805	SÃO JOSÉ DO RIO PRETO	SP
	805	SÃO PAULO	SP
806	806	PAPAGAIOS	MG
	806	BELÉM	PA
	806	PORTO ALEGRE	RS
	806	LOUVEIRA	SP
807	807	EMBU	SP
	807	LINS	SP
	807	PALMAS	TO
808	808	PEDRO CANÁRIO	ES
	808	CAMPINAS	SP
809	809	CAMPOS BELOS	GO
	809	JOINVILLE	SC
	809	SÃO PAULO	SP
810	810	CAUCAIA	CE
	810	SÃO PAULO	SP
811	811	VILA VELHA	ES
	811	OURO FINO	MG
	811	DUQUE DE CAXIAS	RJ
	811	PARACAMBI	RJ
	811	NATAL	RN
	811	SÃO PAULO	SP
812	812		
813	813	ALAGOINHAS	BA
	813	GOIÂNIA	GO
	813	ABADIA DOS DOURADOS	MG
	813	JAÚ	SP
	813	SÃO PAULO	SP
814	814	HIDROLÂNDIA	GO
	814	PIRAPORA	MG
	814	RIO DE JANEIRO	RJ
	814	SÃO PAULO	SP
815	815	SALVADOR	BA
	815	MORADA NOVA	CE
	815	SÃO LUÍS	MA
	815	CAMPO GRANDE	MS
816	816	CAMAÇARI	BA
	816	ANÁPOLIS	GO
	816	ANANINDEUA	PA
	816	BELÉM	PA
	816	IMBITUBA	SC
	816	SANTO ANDRÉ	SP
	816	SÃO PEDRO DO TURVO	SP
817	817	CANTO DO BURITI	PI
	817	RIO DE JANEIRO	RJ
818	818	IRECÊ	BA
819	819		AM
	819		BA
	819		CE
	819		DF
	819		ES
	819		MG
	819		PE
	819		PI
	819		PR
	819		RJ
	819		RS
	819		SC
	819		SP
820	820	BARCARENA	PA
	820	MARAVILHA	SC
821	821	GOIÂNIA	GO
	821	RIO DE JANEIRO	RJ
822	822	SALVADOR	BA
823	823	BRASÍLIA	DF
	823	SANTOS	SP
	823	SÃO PAULO	SP
824	824	MARABÁ	PA
	824	CASCAVEL	PR
	824	ARARUAMA	RJ
825	825		
826	826	AÇAILÂNDIA	MA
	826	CURITIBA	PR
827	827	SALVADOR	BA
	827	UBERABA	MG
	827	TERESINA	PI
	827	HORTOLÂNDIA	SP
828	828	SALVADOR	BA
829	829	BELO ORIENTE	MG
	829	BOM DESPACHO	MG
	829	GOIOERÊ	PR
	829	ROLIM DE MOURA	RO
	829	RIO GRANDE	RS
	829	TIMBÓ	SC
	829	SÃO PAULO	SP
	829	MIRACEMA DO TOCANTINS	TO
830	830	BELO HORIZONTE	MG
	830	PRAIA GRANDE	SP
831	831	SALVADOR	BA
	831	CONTAGEM	MG
	831	UBERLÂNDIA	MG
	831	INDAIATUBA	SP
	831	ORLÂNDIA	SP
832	832	IRECÊ	BA
	832	CONSELHEIRO LAFAIETE	MG
	832	IBIRITÉ	MG
	832	CURITIBA	PR
	832	MARICÁ	RJ
833	833	TAIOBEIRAS	MG
	833	OSASCO	SP
	833	UBATUBA	SP
834	834	GUANAMBI	BA
	834	SALVADOR	BA
	834	UBERLÂNDIA	MG
	834	CUIABÁ	MT
	834	PORTO BELO	SC
835	835	FEIRA DE SANTANA	BA
	835	ALTA FLORESTA	MT
	835	SANTOS	SP
836	836	JUAZEIRO DO NORTE	CE
	836	SEROPÉDICA	RJ
	836	SUD MENNUCCI	SP
	836	SÃO PAULO	SP
837	837	CATAS ALTAS DA NORUEGA	MG
	837	SÃO SEBASTIÃO DO PARAÍSO	MG
	837	JANDAIA DO SUL	PR
	837	LONDRINA	PR
	837	RIO DE JANEIRO	RJ
	837	ITOBI	SP
838	838		BA
	838		DF
	838		ES
	838		GO
	838		MG
	838		PA
	838		PR
	838		RJ
	838		RS
	838		SC
	838		SP
839	839	VITÓRIA	ES
	839	SÃO JOSÉ DOS PINHAIS	PR
840	840	BOM JESUS DO GALHO	MG
	840	CONTAGEM	MG
	840	FERNANDÓPOLIS	SP
	840	SÃO PAULO	SP
841	841	MACEIÓ	AL
	841	ITABUNA	BA
	841	PARÁ DE MINAS	MG
	841	UBERLÂNDIA	MG
	841	ENGENHEIRO PAULO DE FRONTIN	RJ
	841	PRESIDENTE LUCENA	RS
	841	CARAPICUÍBA	SP
	841	Ribeirão Preto	SP
842	842	CONSELHEIRO LAFAIETE	MG
	842	GLÓRIA DE DOURADOS	MS
	842	JOÃO PESSOA	PB
	842	PASSO FUNDO	RS
	842	PORTO ALEGRE	RS
843	843	SÃO FELIPE	BA
	843	BRASÍLIA	DF
	843	BELO HORIZONTE	MG
	843	RIO DE JANEIRO	RJ
	843	CHAPECÓ	SC
	843	OSASCO	SP
	843	SÃO PAULO	SP
844	844	ANANINDEUA	PA
	844	PATO BRANCO	PR
	844	PALMEIRA DAS MISSÕES	RS
845	845	CENTRALINA	MG
	845	CURITIBA	PR
	845	BARRA VELHA	SC
846	846	SÃO PAULO	SP
847	847	ANÁPOLIS	GO
	847	DIAMANTINA	MG
	847	IBAITI	PR
848	848	TROMBUDO CENTRAL	SC
849	849	RIO DE JANEIRO	RJ
	849	SÃO PAULO	SP
850	850	JUIZ DE FORA	MG
	850	CRICIÚMA	SC
851	851	SANTA CRUZ CABRÁLIA	BA
	851	ATIBAIA	SP
	851	GUARUJÁ	SP
852	852	SALINÓPOLIS	PA
	852	RIO DE JANEIRO	RJ
	852	BOTUCATU	SP
	852	ITUVERAVA	SP
853	853	JEQUIÉ	BA
	853	RIO DE JANEIRO	RJ
	853	CAJOBI	SP
	853	SÃO PAULO	SP
854	854	PORTO ALEGRE	RS
	854	CAPIVARI	SP
855	855	ESTÂNCIA	SE
	855	MOGI DAS CRUZES	SP
	855	SÃO JOSÉ DOS CAMPOS	SP
856	856	SERRA	ES
	856	CONSELHEIRO LAFAIETE	MG
	856	SÃO GONÇALO	RJ
	856	BAURU	SP
	856	MAUÁ	SP
857	857	BARRA DE SÃO FRANCISCO	ES
	857	VILA VELHA	ES
	857	UBATUBA	SP
858	858	COLATINA	ES
	858	ALUMÍNIO	SP
	858	CAMPINAS	SP
	858	SOROCABA	SP
	858	ESPERANTINA	TO
859	859	CONSELHEIRO LAFAIETE	MG
	859	SÃO PAULO	SP
860	860	BOA ESPERANÇA	MG
	860	FOZ DO IGUAÇU	PR
861	861	MARINGÁ	PR
	861	PRAIA GRANDE	SP
	861	SÃO PAULO	SP
862	862	GOIÂNIA	GO
	862	BELÉM	PA
	862	NOVA FRIBURGO	RJ
	862	TAIO	SC
	862	OSASCO	SP
	862	SANTOS	SP
	862	SÃO PAULO	SP
863	863	JACINTO	MG
	863	CAMPO GRANDE	MS
	863	ARAPONGAS	PR
	863	RIO GRANDE	RS
864	864	PATOS	PB
	864	JI-PARANÁ	RO
	864	PORTO ALEGRE	RS
865	865		
866	866	IRECÊ	BA
	866	SALVADOR	BA
	866	BRASÍLIA	DF
	866	MACHADO	MG
	866	DOIS VIZINHOS	PR
	866	GUARULHOS	SP
867	867	INDAIATUBA	SP
868	868	Barra da Estiva	BA
	868	Mimoso do Sul	ES
	868	BELO HORIZONTE	MG
	868	Curitiba	PR
	868	MAGÉ	RJ
	868	CAMPINAS	SP
	868	CARAPICUIBA	SP
	868	DIADEMA	SP
	868	Sorocaba	SP
869	869	JOÃO PINHEIRO	MG
	869	Curitiba	PR
	869	MACAÉ	RJ
	869	JOINVILLE	SC
	869	DOIS CÓRREGOS	SP
	869	SÃO PAULO	SP
870	870	MANAUS	AM
	870	BRASÍLIA	DF
	870	JOAÇABA	SC
	870	LINS	SP
871	871	BORBA	AM
	871	SALVADOR	BA
	871	VILA VELHA	ES
	871	GOIÂNIA	GO
	871	POSSE	GO
	871	SÃO FRANCISCO DO GUAPORÉ	RO
	871	IBIRUBÁ	RS
	871	ANDRADINA	SP
	871	PERUÍBE	SP
872	872	PILAR	AL
	872	BRASÍLIA	DF
	872	RIO DE JANEIRO	RJ
	872	BOA VISTA	RR
	872	ARARAS	SP
	872	SUMARÉ	SP
	872	SÃO PAULO	SP
	872	VÁRZEA PAULISTA	SP
873	873		
874	874	BELÉM	PA
	874	MARINGÁ	PR
	874	CACOAL	RO
	874	FRANCA	SP
	874	SÃO CAETANO DO SUL	SP
875	875	POTIRAGUÁ	BA
	875	ARCOVERDE	PE
	875	RIO DE JANEIRO	RJ
	875	TERESÓPOLIS	RJ
	875	BURITIS	RO
	875	PORTO BELO	SC
876	876	SALVADOR	BA
	876	FORTALEZA	CE
	876	BELO HORIZONTE	MG
	876	SINOP	MT
	876	BEBEDOURO	SP
	876	CAMPINAS	SP
	876	SÃO PAULO	SP
877	877	PORTO SEGURO	BA
	877	CAPIM BRANCO	MG
	877	CAMPO GRANDE	MS
	877	DOURADOS	MS
	877	BARRA DO GARÇAS	MT
	877	RIO DE JANEIRO	RJ
878	878	IAÇU	BA
	878	PASSOS	MG
	878	CASTANHEIRA	MT
	878	BELÉM	PA
	878	PORTO ALEGRE	RS
	878	GUARATINGUETA	SP
879	879	PAINEIRAS	MG
	879	PORTO ALEGRE	RS
	879	MIRANTE DO PARANAPANEMA	SP
	879	RIO CLARO	SP
	879	SÃO PAULO	SP
880	880	CAXIAS DO SUL	RS
	880	OSASCO	SP
881	881	BELO HORIZONTE	MG
	881	UBERLÂNDIA	MG
	881	APARECIDA DO TABOADO	MS
	881	ILHOTA	SC
882	882	DUQUE DE CAXIAS	RJ
	882	MARICÁ	RJ
	882	JUNDIAÍ	SP
	882	SÃO PAULO	SP
883	883	CORONEL VIVIDA	PR
	883	ARVOREZINHA	RS
884	884	CAXIAS DO SUL	RS
885	885	PALOTINA	PR
	885	SÃO PAULO	SP
886	886	CAXIAS DO SUL	RS
887	887		
888	888	CAMPO GRANDE	MS
	888	PALOTINA	PR
889	889	BELO HORIZONTE	MG
	889	DOUTOR CAMARGO	PR
	889	GUARULHOS	SP
890	890	SÃO PAULO	SP
891	891	TEIXEIRA DE FREITAS	BA
	891	MONTEIRO	PB
	891	ANGRA DOS REIS	RJ
	891	RIO DE JANEIRO	RJ
	891	CACOAL	RO
	891	OSASCO	SP
892	892	CAMPO GRANDE	MS
	892	SOROCABA	SP
893	893		
894	894	BRASÍLIA	DF
	894	PADRE MARCOS	PI
	894	JOINVILLE	SC
	894	TAUBATÉ	SP
895	895	ABAETETUBA	PA
896	896		
897	897	SÃO PAULO	SP
898	898		
899	899	MINEIROS	GO
	899	CONSELHEIRO LAFAIETE	MG
	899	RIBEIRÃO DAS NEVES	MG
	899	QUEIMADOS	RJ
	899	RIO DE JANEIRO	RJ
	899	RIOZINHO	RS
	899	URUGUAIANA	RS
	899	LAGES	SC
900	900	ITAJUBÁ	MG
	900	RONDONÓPOLIS	MT
	900	PORTO ALEGRE	RS
	900	CATANDUVA	SP
901	901	BRASÍLIA	DF
902	902	ANAJATUBA	MA
903	903		BA
	903		CE
	903		ES
	903		MG
	903		MS
	903		PA
	903		PB
	903		PE
	903		PR
	903		RO
	903		SC
	903		SP
904	904	SALVADOR	BA
	904	RIO DE JANEIRO	RJ
	904	SÃO PAULO	SP
905	905	SALVADOR	BA
	905	CAUCAIA	CE
	905	NATAL	RN
906	906	TUPÃ	SP
907	907	MAGÉ	RJ
	907	SÃO PAULO	SP
908	908	CALDAS NOVAS	GO
	908	BOM JARDIM DE MINAS	MG
	908	CONTAGEM	MG
	908	COLOMBO	PR
	908	CAMPINAS	SP
	908	MOGI GUAÇU	SP
	908	SÃO PAULO	SP
909	909	TEOFILO OTONI	MG
	909	PATO BRANCO	PR
	909	BASTOS	SP
	909	MOGI DAS CRUZES	SP
910	910	BRASÍLIA	DF
	910	SÃO LUIS	MA
	910	BELÉM	PA
	910	Aracaju	SE
911	911	COTIA	SP
	911	ITATIBA	SP
	911	SANTO ANDRÉ	SP
912	912	PORTO ALEGRE	RS
913	913	RIBEIRÃO DAS NEVES	MG
	913	SÃO JOÃO BATISTA DO GLÓRIA	MG
	913	SÃO PAULO	SP
914	914	FORTALEZA	CE
	914	PORTO ALEGRE	RS
915	915	ITAPETINGA	BA
	915	RUY BARBOSA	BA
	915	BRASÍLIA	DF
	915	COLINAS	MA
	915	MATA ROMA	MA
	915	CACOAL	RO
	915	TRAMANDAÍ	RS
916	916	BALNEÁRIO PIÇARRAS	SC
917	917	RIO DE JANEIRO	RJ
918	918	Montes Claros	MG
	918	DOURADOS	MS
	918	Aracaju	SE
	918	SÃO PAULO	SP
919	919	ANTONIO GONÇALVES	BA
	919	DIVINÓPOLIS	MG
	919	BELÉM	PA
	919	CAMPOS DOS GOYTACAZES	RJ
	919	RIO DE JANEIRO	RJ
	919	SÃO GONÇALO	RJ
	919	PORTO ALEGRE	RS
	919	SÃO PAULO	SP
	919	PONTE ALTA DO TOCANTINS	TO
920	920	MACAUBAS	BA
	920	DAVINOPOLIS	GO
	920	ALTO GARÇAS	MT
	920	MIGUEL PEREIRA	RJ
	920	SÃO PAULO	SP
921	921	ITABUNA	BA
	921	BELO HORIZONTE	MG
	921	RIO DE JANEIRO	RJ
	921	SÃO PAULO	SP
922	922	SÃO PAULO	SP
923	923	ITINGA DO MARANHÃO	MA
	923	TIMÓTEO	MG
	923	ARAPONGAS	PR
	923	JOANÓPOLIS	SP
924	924	SÃO FIDÉLIS	RJ
925	925	BRASÍLIA	DF
	925	TMON	MA
	925	FORMIGA	MG
	925	CAMPO GRANDE	MS
	925	MIRACATU	SP
	925	SÃO PAULO	SP
926	926	ALCANTARAS	CE
	926	BOTUCATU	SP
927	927	BRASÍLIA	DF
	927	BERTIOGA	SP
	927	GUARULHOS	SP
	927	Ribeirão Preto	SP
928	928	CASSILÂNDIA	MS
	928	MOGI DAS CRUZES	SP
	928	PALMAS	TO
929	929	BRASÍLIA	DF
	929	Ribeirão Preto	SP
930	930	BRASÍLIA	DF
	930	SÃO GONÇALO	RJ
	930	POMERODE	SC
	930	CARAGUATATUBA	SP
931	931		BA
	931		ES
	931		GO
	931		MG
	931		PR
	931		RJ
	931		SE
	931		SP
932	932	CAROLINA	MA
	932	CAMPINAS	SP
	932	RIO CLARO	SP
933	933	JEQUIÉ	BA
	933	MARICÁ	RJ
	933	CAXIAS DO SUL	RS
	933	JACAREÍ	SP
934	934	MANAUS	AM
	934	CAMAÇARI	BA
	934	PAPAGAIOS	MG
	934	COXIM	MS
	934	GUARULHOS	SP
	934	PARANAPANEMA	SP
935	935	SALVADOR	BA
	935	BELO HORIZONTE	MG
	935	JARAGUARI	MS
	935	RIO BRILHANTE	MS
	935	BAURU	SP
	935	MATÃO	SP
	935	Ribeirão Preto	SP
936	936	Florianópolis	SC
	936	POÁ	SP
	936	PRAIA GRANDE	SP
	936	TAUBATÉ	SP
	936	PALMAS	TO
937	937	ARMAÇÃO DOS BÚZIOS	RJ
	937	OSASCO	SP
938	938	RIO DE JANEIRO	RJ
	938	EMBU	SP
939	939	SALVADOR	BA
	939	PARÁ DE MINAS	MG
	939	CASSILÂNDIA	MS
	939	MARINGÁ	PR
	939	PIRASSUNUNGA	SP
940	940	BARRA MANSA	RJ
	940	RIO DE JANEIRO	RJ
	940	MOSSORÓ	RN
	940	BERTIOGA	SP
	940	CAPIVARI	SP
	940	SÃO PAULO	SP
941	941	SETE LAGOAS	MG
	941	SANTOS	SP
942	942	GOIÂNIA	GO
	942	BELO HORIZONTE	MG
	942	IPATINGA	MG
	942	RIO DE JANEIRO	RJ
	942	CAMAQUA	RS
	942	BRUSQUE	SC
	942	RIBEIRÃO PRETO	SP
943	943	JUAZEIRO	BA
	943	CUIABÁ	MT
	943	LONDRINA	PR
	943	PORTO ALEGRE	RS
	943	GUARARAPES	SP
944	944	CUIABÁ	MT
	944	Angra dos Reis	RJ
	944	PRESIDENTE PRUDENTE	SP
945	945	PIRAPORA	MG
	945	Sorocaba	SP
946	946	SÃO PAULO	SP
	946	TAUBATÉ	SP
947	947	ANÁPOLIS	GO
	947	APORÉ	GO
	947	VARGINHA	MG
	947	RIO DE JANEIRO	RJ
	947	ARARAS	SP
	947	ILHABELA	SP
	947	SÃO PAULO	SP
948	948		
949	949	DUQUE DE CAXIAS	RJ
	949	Aracaju	SE
	949	SÃO PAULO	SP
950	950	MARITUBA	PA
	950	SÃO JOSÉ DOS PINHAIS	PR
	950	SÃO MANOEL DO PARANÁ	PR
	950	ITAPECERICA DA SERRA	SP
	950	SÃO PAULO	SP
951	951	CAMPO FORMOSO	BA
952	952		BA
	952		CE
	952		DF
	952		ES
	952		GO
	952		MG
	952		MT
	952		PA
	952		PI
	952		PR
	952		RJ
	952		RO
	952		RS
	952		SP
953	953	BRASÍLIA	DF
	953	SÃO LOURENÇO	MG
	953	ÁLVARES MACHADO	SP
954	954	NILÓPOIS	RJ
	954	RIO DE JANEIRO	RJ
	954	BOTUCATU	SP
	954	GUARATINGUETÁ	SP
955	955	BRASÍLIA	DF
	955	GOIÂNIA	GO
	955	CASCAVEL	PR
	955	Curitiba	PR
	955	RIO DE JANEIRO	RJ
	955	MARÍLIA	SP
	955	SOCORRO	SP
	955	SÃO LOURENÇO DA SERRA	SP
956	956	ALAGOINHAS	BA
	956	JACOBINA	BA
	956	CACHOEIRA DOURADA	GO
	956	BELO HORIZONTE	MG
	956	CORUMBÁ	MS
	956	PATOS	PB
	956	Aracaju	SE
957	957	CAMPO NOVO DO PARECIS	MT
	957	CARDOSO	SP
	957	RIBEIRÃO PIRES	SP
	957	SÃO PAULO	SP
958	958	FORTALEZA	CE
	958	BRASÍLIA	DF
	958	BARRA DE SÃO FRANCISCO	ES
	958	MANGARATIBA	RJ
	958	FLORIANÓPOLIS	SC
	958	SÃO PAULO	SP
959	959	RIBEIRÃO DAS NEVES	MG
	959	SÃO JOÃO DEL REI	MG
	959	ARAUCÁRIA	PR
	959	CACOAL	RO
	959	FERRAZ DE VASCONCELOS	SP
960	960	DOURADINA	PR
	960	TRÊS COROAS	RS
	960	RIOLÂNDIA	SP
	960	SÃO JOSÉ DOS CAMPOS	SP
	960	SÃO PAULO	SP
961	961	BRASÍLIA	DF
	961	VARGINHA	MG
	961	SÃO PAULO	SP
962	962	SÃO LUIS	MA
	962	CONTAGEM	MG
	962	IPATINGA	MG
	962	TIJUCAS	SC
963	963	DUQUE DE CAXIAS	RJ
	963	SÃO PAULO	SP
964	964	SÃO PAULO	SP
965	965	SALVADOR	BA
	965	ITAIPÉ	MG
966	966	LONDRINA	PR
	966	NOVA FRIBURGO	RJ
	966	JUNDIAÍ	SP
	966	PONTAL	SP
	966	SÃO PAULO	SP
967	967	CERQUEIRA CÉSAR	SP
968	968	GOIÂNIA	GO
	968	IBIÁ	MG
	968	CURRAIS	PI
969	969	PALMAS	TO
970	970	SALVADOR	BA
	970	GOIÂNIA	GO
	970	FAXINAL	PR
	970	CAMPINAS	SP
971	971	JOÃO PESSOA	PB
	971	BELFORD ROXO	RJ
972	972	LONDRINA	PR
	972	RIO DE JANEIRO	RJ
	972	SÃO JOSÉ DOS CAMPOS	SP
973	973	BRASÍLIA	DF
	973	RECIFE	PE
	973	OSASCO	SP
974	974	CALDAS NOVAS	GO
	974	GOVERNADOR VALADARES	MG
	974	PASSO FUNDO	RS
	974	BARRETOS	SP
	974	SÃO PAULO	SP
975	975	GOIÂNIA	GO
	975	MARÍLIA	SP
976	976	BRASÍLIA	DF
	976	GOIÂNIA	GO
	976	CONT AGEM	MG
	976	UMUARAMA	PR
	976	JOINVILLE	SC
	976	SÃO BERNARDO DO CAMPO	SP
	976	SÃO SEBASTIÃO	SP
977	977	PIACATU	SP
	977	SÃO PAULO	SP
978	978	SANTARÉM	PA
	978	SÃO PAULO	SP
979	979	SÃO MATEUS	ES
	979	SÃO LUIS	MA
	979	ITUIUTABA	MG
	979	LONDRINA	PR
	979	ARACAJÚ	SE
	979	SÃO PAULO	SP
980	980	FORTALEZA	CE
	980	BRASÍLIA	DF
981	981	Curitiba	PR
982	982	BELA VISTA DE MINAS	MG
	982	SANTA BÁRBARA D OESTE	SP
	982	SANTA CRUZ DO RIO PARDO	SP
	982	SÃO CAETANO DO SUL	SP
	982	SÃO PAULO	SP
983	983	BRASÍLIA	DF
	983	TAMANDARÉ	PE
	983	CASCAVEL	PR
984	984	BRASÍLIA	DF
	984	CAMPO GRANDE	MS
985	985	BRASÍLIA	DF
	985	GOIÂNIA	GO
	985	BELO HORIZONTE	MG
	985	RIO DE JANEIRO	RJ
	985	ASSIS	SP
	985	AVARE	SP
	985	SÃO CAETANO DO SUL	SP
	985	SÃO PAULO	SP
	985	PALMAS	TO
986	986	RIO DE JANEIRO	RJ
987	987	RIO BRANCO	AC
	987	GUANAMBI	BA
	987	TABIRA	PE
	987	MARINGÁ	PR
	987	RIO DE JANEIRO	RJ
	987	SANTA CRUZ DAS PALMEIRAS	SP
	987	SÃO PAULO	SP
988	988	LAURO DE FREITAS	BA
	988	BRASÍLIA	DF
	988	BARRA DO GARÇAS	MT
	988	ITAJAÍ	SC
	988	MOJI MIRIM	SP
	988	PINDAMONHANGABA	SP
	988	SÃO PAULO	SP
989	989	SERROLÂNDIA	BA
	989	BRASÍLIA	DF
	989	VILA VELHA	ES
	989	GOIÂNIA	GO
	989	BELO HORIZONTE	MG
	989	IBIÁ	MG
	989	OURO PRETO	MG
	989	Teresina	PI
	989	ITANHAÉM	SP
	989	SÃO PAULO	SP
990	990	CAMPO GRANDE	MS
	990	SÃO JOSÉ DOS CAMPOS	SP
	990	SÃO PAULO	SP
991	991	RECIFE	PE
	991	BOA VISTA	RR
992	992	RIO DE JANEIRO	RJ
	992	SÃO PAULO	SP
993	993	PORANGATU	GO
	993	SÃO LUIS	MA
	993	JOAO MONLEVADE	MG
	993	CAMPINA GRANDE	PB
	993		PE
	993	Teresina	PI
	993	RIO DE JANEIRO	RJ
	993	BLUMENAU	SC
	993	LEME	SP
	993	SUMARÉ	SP
	993	SÃO JOSÉ DOS CAMPOS	SP
	993	SÃO PAULO	SP
994	994	GOIÂNIA	GO
	994	SÃO ROQUE	SP
